Winner,Pot,Actions,ATTP1,ATTP2,HandNo
2,15.0,f/,0.001001596450805664,0.0,281
2,15.0,f/c,0.0,0.0,282
2,15.0,f/,0.0,0.0,283
2,15.0,f/c,0.0,0.0,284
2,15.0,f/,0.0,0.0,285
2,15.0,f/c,0.0,0.0,286
2,15.0,f/,0.0,0.0,287
2,15.0,f/c,0.0,0.0,288
2,15.0,f/,0.0,0.0,289
2,15.0,f/c,0.0,0.0,290
2,15.0,f/,0.0,0.0,291
2,15.0,f/c,0.0,0.0,292
2,15.0,f/,0.0,0.0,293
2,15.0,f/c,0.0,0.0,294
2,15.0,f/,0.0,0.0,295
2,15.0,f/c,0.0,0.0,296
2,15.0,f/,0.0,0.0,297
2,15.0,f/c,0.0,0.0,298
2,15.0,f/,0.0,0.0,299
2,15.0,f/c,0.0,0.0,300
2,15.0,f/,0.0,0.0,301
2,15.0,f/c,0.0,0.0,302
2,15.0,f/,0.0,0.0,303
2,15.0,f/c,0.0,0.0,304
2,15.0,f/,0.0,0.0,305
2,15.0,f/c,0.0,0.0,306
2,15.0,f/,0.0,0.0,307
2,15.0,f/c,0.0,0.0,308
2,15.0,f/,0.0,0.0,309
2,15.0,f/c,0.0,0.0,310
2,15.0,f/,0.0,0.0,311
2,15.0,f/c,0.0,0.0,312
2,15.0,f/,0.0,0.0,313
2,15.0,f/c,0.0,0.0,314
2,15.0,f/,0.0,0.0,315
2,15.0,f/c,0.0,0.0,316
2,15.0,f/,0.0,0.0,317
2,15.0,f/c,0.0,0.0,318
2,15.0,f/,0.0,0.0,319
2,15.0,f/c,0.0,0.0,320
2,15.0,f/,0.0,0.0,321
2,15.0,f/c,0.0,0.0,322
2,15.0,f/,0.0,0.0,323
2,15.0,f/c,0.0,0.0,324
2,15.0,f/,0.0,0.0,325
2,15.0,f/c,0.0,0.0,326
2,15.0,f/,0.0,0.0,327
2,15.0,f/c,0.0009992122650146484,0.0,328
2,15.0,f/,0.0,0.0,329
2,15.0,f/c,0.0,0.0,330
2,15.0,f/,0.0,0.0,331
2,15.0,f/c,0.0,0.0,332
