,Game,Iteration,Stats Win,Call Win,Draw,Test
0,9,0,100.0,0.0,0,StatVFold
1,9,1,100.0,0.0,0,StatVFold
2,9,2,100.0,0.0,0,StatVFold
3,9,3,100.0,0.0,0,StatVFold
4,9,4,100.0,0.0,0,StatVFold
5,9,5,100.0,0.0,0,StatVFold
6,9,6,100.0,0.0,0,StatVFold
7,9,7,100.0,0.0,0,StatVFold
8,9,8,100.0,0.0,0,StatVFold
9,9,9,100.0,0.0,0,StatVFold
